Questions,Answers
"In the Malibu Workshop scene, what did Colonel James Rhodes say to Tony about Pepper?",She's fine. She's with five agents. They're about to arrest Obadiah.
"In the movie Iron Man, in the Malibu Workshop scene, what did Colonel James Rhodes say to Anthony Edward Stark about Pepper?",She's fine. She's with five agents. They're about to arrest Obadiah.
"In the Malibu Workshop scene, what did Colonel James Rhodes say to Anthony Edward Stark about Pepper?",She's fine. She's with five agents. They're about to arrest Obadiah.
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Iron Monger say to Iron Man about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Iron Monger say to Iron Man about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Iron Monger say to Mr. Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Iron Monger say to Mr. Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Iron Monger say to Tony Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Iron Monger say to Tony Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Iron Monger say to Tony about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Iron Monger say to Tony about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Iron Monger say to Anthony Edward Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Iron Monger say to Anthony Edward Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Stane say to Iron Man about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Stane say to Iron Man about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Stane say to Mr. Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Stane say to Mr. Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Stane say to Tony Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Stane say to Tony Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Stane say to Tony about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Stane say to Tony about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Stane say to Anthony Edward Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Stane say to Anthony Edward Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Obadiah say to Iron Man about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Obadiah say to Iron Man about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Obadiah say to Mr. Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Obadiah say to Mr. Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Obadiah say to Tony Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Obadiah say to Tony Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Obadiah say to Tony about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Obadiah say to Tony about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Obadiah say to Anthony Edward Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Obadiah say to Anthony Edward Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Obadiah Stane say to Iron Man about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Obadiah Stane say to Iron Man about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Obadiah Stane say to Mr. Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Obadiah Stane say to Mr. Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Obadiah Stane say to Tony Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Obadiah Stane say to Tony Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Obadiah Stane say to Tony about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Obadiah Stane say to Tony about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Obadiah Stane say to Anthony Edward Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the Stark Industries Sector 16 scene, what did Obadiah Stane say to Anthony Edward Stark about Iron Man suit?","How ironic, Tony! Trying to rid the world of weapons, you gave it its best one ever! And now I'm going to kill you with it!"
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Iron Man say to Rescue about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Iron Man say to Rescue about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Iron Man say to Miss. Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Iron Man say to Miss. Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Iron Man say to Pepper Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Iron Man say to Pepper Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Iron Man say to Pepper about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Iron Man say to Pepper about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Iron Man say to Virginia Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Iron Man say to Virginia Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Mr. Stark say to Rescue about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Mr. Stark say to Rescue about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Mr. Stark say to Miss. Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Mr. Stark say to Miss. Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Mr. Stark say to Pepper Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Mr. Stark say to Pepper Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Mr. Stark say to Pepper about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Mr. Stark say to Pepper about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Mr. Stark say to Virginia Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Mr. Stark say to Virginia Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Tony Stark say to Rescue about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Tony Stark say to Rescue about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Tony Stark say to Miss. Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Tony Stark say to Miss. Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Tony Stark say to Pepper Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Tony Stark say to Pepper Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Tony Stark say to Pepper about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Tony Stark say to Pepper about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Tony Stark say to Virginia Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Tony Stark say to Virginia Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Tony say to Rescue about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Tony say to Rescue about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Tony say to Miss. Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Tony say to Miss. Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Tony say to Pepper Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Tony say to Pepper Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Tony say to Pepper about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Tony say to Pepper about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Tony say to Virginia Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Tony say to Virginia Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Anthony Edward Stark say to Rescue about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Anthony Edward Stark say to Rescue about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Anthony Edward Stark say to Miss. Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Anthony Edward Stark say to Miss. Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Anthony Edward Stark say to Pepper Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Anthony Edward Stark say to Pepper Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Anthony Edward Stark say to Pepper about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Anthony Edward Stark say to Pepper about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Stark Industries Sector 16 scene, what did Anthony Edward Stark say to Virginia Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the Stark Industries Sector 16 scene, what did Anthony Edward Stark say to Virginia Potts about defeating Obadiah?","Go to the central console, open up all the circuits. When I get clear of the roof, I'll let you know. You're going to hit the master bypass button. It's going to fry everything up here."
"In the movie Iron Man, in the Air Force Press Conference scene, what did War Machine say to Press about Stark Industries Sector 16 incident?","You've all received the official statement of what occurred at Stark Industries last night. There have been unconfirmed reports that a robotic prototype malfunctioned and caused damage to the arc reactor. Fortunately, a member of Tony Stark's personal security staff..."
"In the Air Force Press Conference scene, what did War Machine say to Press about Stark Industries Sector 16 incident?","You've all received the official statement of what occurred at Stark Industries last night. There have been unconfirmed reports that a robotic prototype malfunctioned and caused damage to the arc reactor. Fortunately, a member of Tony Stark's personal security staff..."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Mr. Rhodes say to Press about Stark Industries Sector 16 incident?","You've all received the official statement of what occurred at Stark Industries last night. There have been unconfirmed reports that a robotic prototype malfunctioned and caused damage to the arc reactor. Fortunately, a member of Tony Stark's personal security staff..."
"In the Air Force Press Conference scene, what did Mr. Rhodes say to Press about Stark Industries Sector 16 incident?","You've all received the official statement of what occurred at Stark Industries last night. There have been unconfirmed reports that a robotic prototype malfunctioned and caused damage to the arc reactor. Fortunately, a member of Tony Stark's personal security staff..."
"In the movie Iron Man, in the Air Force Press Conference scene, what did James Rhodes say to Press about Stark Industries Sector 16 incident?","You've all received the official statement of what occurred at Stark Industries last night. There have been unconfirmed reports that a robotic prototype malfunctioned and caused damage to the arc reactor. Fortunately, a member of Tony Stark's personal security staff..."
"In the Air Force Press Conference scene, what did James Rhodes say to Press about Stark Industries Sector 16 incident?","You've all received the official statement of what occurred at Stark Industries last night. There have been unconfirmed reports that a robotic prototype malfunctioned and caused damage to the arc reactor. Fortunately, a member of Tony Stark's personal security staff..."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Colonel say to Press about Stark Industries Sector 16 incident?","You've all received the official statement of what occurred at Stark Industries last night. There have been unconfirmed reports that a robotic prototype malfunctioned and caused damage to the arc reactor. Fortunately, a member of Tony Stark's personal security staff..."
"In the Air Force Press Conference scene, what did Colonel say to Press about Stark Industries Sector 16 incident?","You've all received the official statement of what occurred at Stark Industries last night. There have been unconfirmed reports that a robotic prototype malfunctioned and caused damage to the arc reactor. Fortunately, a member of Tony Stark's personal security staff..."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Rhodey say to Press about Stark Industries Sector 16 incident?","You've all received the official statement of what occurred at Stark Industries last night. There have been unconfirmed reports that a robotic prototype malfunctioned and caused damage to the arc reactor. Fortunately, a member of Tony Stark's personal security staff..."
"In the Air Force Press Conference scene, what did Rhodey say to Press about Stark Industries Sector 16 incident?","You've all received the official statement of what occurred at Stark Industries last night. There have been unconfirmed reports that a robotic prototype malfunctioned and caused damage to the arc reactor. Fortunately, a member of Tony Stark's personal security staff..."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Colonel James Rhodes say to Press about Stark Industries Sector 16 incident?","You've all received the official statement of what occurred at Stark Industries last night. There have been unconfirmed reports that a robotic prototype malfunctioned and caused damage to the arc reactor. Fortunately, a member of Tony Stark's personal security staff..."
"In the Air Force Press Conference scene, what did Colonel James Rhodes say to Press about Stark Industries Sector 16 incident?","You've all received the official statement of what occurred at Stark Industries last night. There have been unconfirmed reports that a robotic prototype malfunctioned and caused damage to the arc reactor. Fortunately, a member of Tony Stark's personal security staff..."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Iron Man say to Rescue about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the Air Force Press Conference scene, what did Iron Man say to Rescue about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Iron Man say to Miss. Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the Air Force Press Conference scene, what did Iron Man say to Miss. Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Iron Man say to Pepper Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the Air Force Press Conference scene, what did Iron Man say to Pepper Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Iron Man say to Pepper about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the Air Force Press Conference scene, what did Iron Man say to Pepper about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Iron Man say to Virginia Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the Air Force Press Conference scene, what did Iron Man say to Virginia Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Mr. Stark say to Rescue about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the Air Force Press Conference scene, what did Mr. Stark say to Rescue about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Mr. Stark say to Miss. Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the Air Force Press Conference scene, what did Mr. Stark say to Miss. Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Mr. Stark say to Pepper Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the Air Force Press Conference scene, what did Mr. Stark say to Pepper Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Mr. Stark say to Pepper about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the Air Force Press Conference scene, what did Mr. Stark say to Pepper about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Mr. Stark say to Virginia Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the Air Force Press Conference scene, what did Mr. Stark say to Virginia Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Tony Stark say to Rescue about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the Air Force Press Conference scene, what did Tony Stark say to Rescue about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the movie Iron Man, in the Air Force Press Conference scene, what did Tony Stark say to Miss. Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
"In the Air Force Press Conference scene, what did Tony Stark say to Miss. Potts about the name Iron Man?","Iron Man. That's kind of catchy. It's got a nice ring to it. I mean, it's not technically accurate. The suit's a gold-titanium alloy, but it's kind of evocative, the imagery, anyway."
