Questions,Answers
"In the Camp Lehigh scene, what did Erskine say to Rogers about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Erskine say to Steve about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the Camp Lehigh scene, what did Erskine say to Steve about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Erskine say to Steven Rogers about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the Camp Lehigh scene, what did Erskine say to Steven Rogers about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Abraham Erskine say to Captain America about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the Camp Lehigh scene, what did Abraham Erskine say to Captain America about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Abraham Erskine say to Steve about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the Camp Lehigh scene, what did Abraham Erskine say to Steve about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Abraham Erskine say to Rogers about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the Camp Lehigh scene, what did Abraham Erskine say to Rogers about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Abraham Erskine say to Steve about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the Camp Lehigh scene, what did Abraham Erskine say to Steve about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Abraham Erskine say to Steven Rogers about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the Camp Lehigh scene, what did Abraham Erskine say to Steven Rogers about becoming a super soldier?","Whatever happens tomorrow, you must promise me one thing. That you will stay who you are. Not a perfect soldier, but a good man."
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Erskine say to Captain America about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the Camp Lehigh scene, what did Erskine say to Captain America about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Erskine say to Steve about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the Camp Lehigh scene, what did Erskine say to Steve about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Erskine say to Rogers about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the Camp Lehigh scene, what did Erskine say to Rogers about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Erskine say to Steve about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the Camp Lehigh scene, what did Erskine say to Steve about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Erskine say to Steven Rogers about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the Camp Lehigh scene, what did Erskine say to Steven Rogers about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Abraham Erskine say to Captain America about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the Camp Lehigh scene, what did Abraham Erskine say to Captain America about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Abraham Erskine say to Steve about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the Camp Lehigh scene, what did Abraham Erskine say to Steve about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Abraham Erskine say to Rogers about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the Camp Lehigh scene, what did Abraham Erskine say to Rogers about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Abraham Erskine say to Steve about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the Camp Lehigh scene, what did Abraham Erskine say to Steve about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the movie Captain America First Avenger, in the Camp Lehigh scene, what did Abraham Erskine say to Steven Rogers about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the Camp Lehigh scene, what did Abraham Erskine say to Steven Rogers about Schmidt?","Schmidt injected himself with the serum. Buy there were side effects. The serum was not finished. But more importantly, the man"
"In the movie Captain America First Avenger, in the SuperSoldier Experiment scene, what did Erskine say to Captain America about injection not being painful?",That was penicillin
"In the SuperSoldier Experiment scene, what did Erskine say to Captain America about injection not being painful?",That was penicillin
"In the movie Captain America First Avenger, in the SuperSoldier Experiment scene, what did Erskine say to Steve about injection not being painful?",That was penicillin
"In the SuperSoldier Experiment scene, what did Erskine say to Steve about injection not being painful?",That was penicillin
"In the movie Captain America First Avenger, in the SuperSoldier Experiment scene, what did Erskine say to Rogers about injection not being painful?",That was penicillin
"In the SuperSoldier Experiment scene, what did Erskine say to Rogers about injection not being painful?",That was penicillin
"In the movie Captain America First Avenger, in the SuperSoldier Experiment scene, what did Erskine say to Steve about injection not being painful?",That was penicillin
"In the SuperSoldier Experiment scene, what did Erskine say to Steve about injection not being painful?",That was penicillin
"In the movie Captain America First Avenger, in the SuperSoldier Experiment scene, what did Erskine say to Steven Rogers about injection not being painful?",That was penicillin
"In the SuperSoldier Experiment scene, what did Erskine say to Steven Rogers about injection not being painful?",That was penicillin
"In the movie Captain America First Avenger, in the SuperSoldier Experiment scene, what did Abraham Erskine say to Captain America about injection not being painful?",That was penicillin
"In the SuperSoldier Experiment scene, what did Abraham Erskine say to Captain America about injection not being painful?",That was penicillin
"In the movie Captain America First Avenger, in the SuperSoldier Experiment scene, what did Abraham Erskine say to Steve about injection not being painful?",That was penicillin
"In the SuperSoldier Experiment scene, what did Abraham Erskine say to Steve about injection not being painful?",That was penicillin
"In the movie Captain America First Avenger, in the SuperSoldier Experiment scene, what did Abraham Erskine say to Rogers about injection not being painful?",That was penicillin
"In the SuperSoldier Experiment scene, what did Abraham Erskine say to Rogers about injection not being painful?",That was penicillin
"In the movie Captain America First Avenger, in the SuperSoldier Experiment scene, what did Abraham Erskine say to Steve about injection not being painful?",That was penicillin
"In the SuperSoldier Experiment scene, what did Abraham Erskine say to Steve about injection not being painful?",That was penicillin
"In the movie Captain America First Avenger, in the SuperSoldier Experiment scene, what did Abraham Erskine say to Steven Rogers about injection not being painful?",That was penicillin
"In the SuperSoldier Experiment scene, what did Abraham Erskine say to Steven Rogers about injection not being painful?",That was penicillin
"In the movie Captain America First Avenger, in the SuperSoldier Experiment scene, what did Erskine say to audience about the experiment?","We begin with a series of micro injections into the subjects major muscle groups. The serum infusion will cause immediate cellular change. And then to stimulate growth, the subject will be saturated with Vita-Rays."
"In the SuperSoldier Experiment scene, what did Erskine say to audience about the experiment?","We begin with a series of micro injections into the subjects major muscle groups. The serum infusion will cause immediate cellular change. And then to stimulate growth, the subject will be saturated with Vita-Rays."
"In the movie Captain America First Avenger, in the SuperSoldier Experiment scene, what did Abraham Erskine say to audience about the experiment?","We begin with a series of micro injections into the subjects major muscle groups. The serum infusion will cause immediate cellular change. And then to stimulate growth, the subject will be saturated with Vita-Rays."
"In the SuperSoldier Experiment scene, what did Abraham Erskine say to audience about the experiment?","We begin with a series of micro injections into the subjects major muscle groups. The serum infusion will cause immediate cellular change. And then to stimulate growth, the subject will be saturated with Vita-Rays."
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Colonel say to Captain America about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Colonel say to Captain America about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Colonel say to Steve about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Colonel say to Steve about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Colonel say to Rogers about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Colonel say to Rogers about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Colonel say to Steve about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Colonel say to Steve about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Colonel say to Steven Rogers about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Colonel say to Steven Rogers about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Phillips say to Captain America about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Phillips say to Captain America about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Phillips say to Steve about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Phillips say to Steve about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Phillips say to Rogers about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Phillips say to Rogers about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Phillips say to Steve about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Phillips say to Steve about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Phillips say to Steven Rogers about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Phillips say to Steven Rogers about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Colonel Chester Phillips say to Captain America about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Colonel Chester Phillips say to Captain America about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Colonel Chester Phillips say to Steve about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Colonel Chester Phillips say to Steve about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Colonel Chester Phillips say to Rogers about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Colonel Chester Phillips say to Rogers about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Colonel Chester Phillips say to Steve about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Colonel Chester Phillips say to Steve about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Valkyrie Fight scene, what did Colonel Chester Phillips say to Steven Rogers about Valkyrie takeoff?",I am not kissing you
"In the Valkyrie Fight scene, what did Colonel Chester Phillips say to Steven Rogers about Valkyrie takeoff?",I am not kissing you
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Mr. Fury say to Captain America about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Mr. Fury say to Captain America about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Mr. Fury say to Steve about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Mr. Fury say to Steve about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Mr. Fury say to Rogers about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Mr. Fury say to Rogers about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Mr. Fury say to Steve about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Mr. Fury say to Steve about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Mr. Fury say to Steven Rogers about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Mr. Fury say to Steven Rogers about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Fury say to Captain America about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Fury say to Captain America about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Fury say to Steve about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Fury say to Steve about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Fury say to Rogers about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Fury say to Rogers about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Fury say to Steve about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Fury say to Steve about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Fury say to Steven Rogers about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Fury say to Steven Rogers about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Nicholas Fury say to Captain America about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Nicholas Fury say to Captain America about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Nicholas Fury say to Steve about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Nicholas Fury say to Steve about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Nicholas Fury say to Rogers about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Nicholas Fury say to Rogers about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Nicholas Fury say to Steve about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Nicholas Fury say to Steve about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Nicholas Fury say to Steven Rogers about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the Present Day New York scene, what did Nicholas Fury say to Steven Rogers about his recovery?","You have been asleep, Cap. For almost 70 years."
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Captain America say to Mr. Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Captain America say to Mr. Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Captain America say to Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Captain America say to Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Captain America say to Nicholas Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Captain America say to Nicholas Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Steve say to Mr. Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Steve say to Mr. Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Steve say to Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Steve say to Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Steve say to Nicholas Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Steve say to Nicholas Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Rogers say to Mr. Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Rogers say to Mr. Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Rogers say to Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Rogers say to Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Rogers say to Nicholas Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Rogers say to Nicholas Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Steve say to Mr. Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Steve say to Mr. Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Steve say to Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Steve say to Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Steve say to Nicholas Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Steve say to Nicholas Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Steven Rogers say to Mr. Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Steven Rogers say to Mr. Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Steven Rogers say to Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Steven Rogers say to Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Present Day New York scene, what did Steven Rogers say to Nicholas Fury about if he was going to be okay?",Yeah. I had a date.
"In the Present Day New York scene, what did Steven Rogers say to Nicholas Fury about if he was going to be okay?",Yeah. I had a date.
"In the movie Captain America First Avenger, in the Gym scene, what did Mr. Fury say to Captain America about Post Credits?",Trying to save it.
"In the Gym scene, what did Mr. Fury say to Captain America about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Mr. Fury say to Steve about Post Credits?",Trying to save it.
"In the Gym scene, what did Mr. Fury say to Steve about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Mr. Fury say to Rogers about Post Credits?",Trying to save it.
"In the Gym scene, what did Mr. Fury say to Rogers about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Mr. Fury say to Steve about Post Credits?",Trying to save it.
"In the Gym scene, what did Mr. Fury say to Steve about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Mr. Fury say to Steven Rogers about Post Credits?",Trying to save it.
"In the Gym scene, what did Mr. Fury say to Steven Rogers about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Fury say to Captain America about Post Credits?",Trying to save it.
"In the Gym scene, what did Fury say to Captain America about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Fury say to Steve about Post Credits?",Trying to save it.
"In the Gym scene, what did Fury say to Steve about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Fury say to Rogers about Post Credits?",Trying to save it.
"In the Gym scene, what did Fury say to Rogers about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Fury say to Steve about Post Credits?",Trying to save it.
"In the Gym scene, what did Fury say to Steve about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Fury say to Steven Rogers about Post Credits?",Trying to save it.
"In the Gym scene, what did Fury say to Steven Rogers about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Nicholas Fury say to Captain America about Post Credits?",Trying to save it.
"In the Gym scene, what did Nicholas Fury say to Captain America about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Nicholas Fury say to Steve about Post Credits?",Trying to save it.
"In the Gym scene, what did Nicholas Fury say to Steve about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Nicholas Fury say to Rogers about Post Credits?",Trying to save it.
"In the Gym scene, what did Nicholas Fury say to Rogers about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Nicholas Fury say to Steve about Post Credits?",Trying to save it.
"In the Gym scene, what did Nicholas Fury say to Steve about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Nicholas Fury say to Steven Rogers about Post Credits?",Trying to save it.
"In the Gym scene, what did Nicholas Fury say to Steven Rogers about Post Credits?",Trying to save it.
"In the movie Captain America First Avenger, in the Gym scene, what did Captain America say to Mr. Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Captain America say to Mr. Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Captain America say to Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Captain America say to Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Captain America say to Nicholas Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Captain America say to Nicholas Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Steve say to Mr. Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Steve say to Mr. Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Steve say to Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Steve say to Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Steve say to Nicholas Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Steve say to Nicholas Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Rogers say to Mr. Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Rogers say to Mr. Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Rogers say to Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Rogers say to Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Rogers say to Nicholas Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Rogers say to Nicholas Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Steve say to Mr. Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Steve say to Mr. Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Steve say to Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Steve say to Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Steve say to Nicholas Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Steve say to Nicholas Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Steven Rogers say to Mr. Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Steven Rogers say to Mr. Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Steven Rogers say to Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Steven Rogers say to Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, in the Gym scene, what did Steven Rogers say to Nicholas Fury about Post Credits?",Trying to get me back in the world
"In the Gym scene, what did Steven Rogers say to Nicholas Fury about Post Credits?",Trying to get me back in the world
"In the movie Captain America First Avenger, when did Red Skull recover the Tesseract?","in March, 1942."
When did Red Skull recover the Tesseract?,"in March, 1942."
"In the movie Captain America First Avenger, when did Schmidt recover the Tesseract?","in March, 1942."
When did Schmidt recover the Tesseract?,"in March, 1942."
"In the movie Captain America First Avenger, when did Johann Schmidt recover the Tesseract?","in March, 1942."
When did Johann Schmidt recover the Tesseract?,"in March, 1942."
"In the movie Captain America First Avenger, when did Captain America participate in the Stark Expo?",in 1943.
When did Captain America participate in the Stark Expo?,in 1943.
"In the movie Captain America First Avenger, when did Steve participate in the Stark Expo?",in 1943.
When did Steve participate in the Stark Expo?,in 1943.
"In the movie Captain America First Avenger, when did Rogers participate in the Stark Expo?",in 1943.
When did Rogers participate in the Stark Expo?,in 1943.
"In the movie Captain America First Avenger, when did Steve participate in the Stark Expo?",in 1943.
When did Steve participate in the Stark Expo?,in 1943.
"In the movie Captain America First Avenger, when did Steven Rogers participate in the Stark Expo?",in 1943.
When did Steven Rogers participate in the Stark Expo?,in 1943.
"In the movie Captain America First Avenger, when did Captain America host the bond sales campaign in Italy?","in November, 1943."
When did Captain America host the bond sales campaign in Italy?,"in November, 1943."
"In the movie Captain America First Avenger, when did Steve host the bond sales campaign in Italy?","in November, 1943."
When did Steve host the bond sales campaign in Italy?,"in November, 1943."
"In the movie Captain America First Avenger, when did Rogers host the bond sales campaign in Italy?","in November, 1943."
When did Rogers host the bond sales campaign in Italy?,"in November, 1943."
"In the movie Captain America First Avenger, when did Steve host the bond sales campaign in Italy?","in November, 1943."
When did Steve host the bond sales campaign in Italy?,"in November, 1943."
"In the movie Captain America First Avenger, when did Steven Rogers host the bond sales campaign in Italy?","in November, 1943."
When did Steven Rogers host the bond sales campaign in Italy?,"in November, 1943."
Who reported the ship crash in the Arctic?,A Russian oil team called it in about 18 hours ago.
What was actually found at the Arctic?,The frozen ship of Captain America
Who were killed by Red Skull in the church at Tonsberg?,Jan and the tower keeper
Who were killed by Schmidt in the church at Tonsberg?,Jan and the tower keeper
Who were killed by Johann Schmidt in the church at Tonsberg?,Jan and the tower keeper
What was found in the coffin at Tonsberg?,"A fake tesseract, a glass cube in the hand of a dead Viking"
How did Red Skull find out the Tesseract inside the Yggrasil carving?,He pressed the eye of the snake on the Yggdrasil which revealed the hidden compartment in the carving.
How did Schmidt find out the Tesseract inside the Yggrasil carving?,He pressed the eye of the snake on the Yggdrasil which revealed the hidden compartment in the carving.
How did Johann Schmidt find out the Tesseract inside the Yggrasil carving?,He pressed the eye of the snake on the Yggdrasil which revealed the hidden compartment in the carving.
What is the symbol of Hydra?,A skull with six tentacles
